name,category,sub_category,photo,ratings,no_of_ratings,price,stock,color,keywords
"Amazon Brand - Vedaka Premium Toor/Arhar Dal, 1 kg|Rich in Protein|No Cholesterol|No Additives",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71TIju5KrHL._AC_UL320_.jpg,4.3,0,0.04,315,Blue,1 kg|Rich in Protein|No
Cavin's Vanilla Milkshake 200 ml,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/51c2NwuOrRL._AC_UL320_.jpg,4.3,800,0.01,814,Blue,Vanilla Milkshake 200
"Fresh Papaya Small, 1pc",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/413EIL9mteL._AC_UL320_.jpg,0.0,0,0.01,482,Purple,"Fresh Papaya Small,"
R R AGRO FOODS Chia Seeds 1 KG - Premium Organic Chia Seed | Healthy Snacks | Chia Seeds for Weight Loss Pack of 1,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61a+Ae1u+XL._AC_UL320_.jpg,4.2,0,0.13,189,Yellow,Organic Chia Seed | Healthy
"Amazon Brand - Solimo CornFlakes, 1.2Kg",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71NiYlTTrRL._AC_UL320_.jpg,4.1,0,0.06,2,Blue,"Brand - Solimo CornFlakes,"
"JIWA healthy by nature Organic khapli wheat flour, 1Kg",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/91uV9dtNipL._AC_UL320_.jpg,4.4,84,0.04,234,Purple,JIWA healthy by nature Organic
Yogabar Protein Bars Assorted Pack of 6 | 20g Protein Bar | Energy Bars | Added Probiotics & Whey | 20g Protein & 10g Fibr...,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/713+Fk6Hy6L._AC_UL320_.jpg,4.4,0,0.11,604,Green,Protein Bars Assorted Pack
"Amul Delicious, 500 g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71KXKn2ngpL._AC_UL320_.jpg,4.3,922,0.02,112,Purple,"Amul Delicious, 500"
"Del Monte Spaghetti Pasta (Imported), 500 grams, No Artificial Flavours",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/51tr1+ASQfL._AC_UL320_.jpg,4.3,0,0.03,915,Pink,"Monte Spaghetti Pasta (Imported),"
Kapiva Himalayan Apple Cider Vinegar with Mother Vinegar 500ml,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71yQr4esFvL._AC_UL320_.jpg,4.2,0,0.04,504,Yellow,Vinegar with Mother Vinegar 500ml
Nutrilin Jumbo Handpicked Lotus Seeds / Fox Nuts Big Size Phool Makhana (Pop / Gorgon Nut Puffed Kernels ) (1kg),grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71FDuM5fzML._AC_UL320_.jpg,4.0,959,0.14,464,Black,Gorgon Nut Puffed Kernels
"Manna Millets - Natural Grains Combo Pack of 3 | Foxtail 500g, Kodo 500g, Little 500g | Native Low GI Millet Rice | Nutrie...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/81-5WlO6P3L._AC_UL320_.jpg,4.3,0,0.06,927,Pink,Millet Rice |
Finish Dishwasher Powerball Classic - 110 Tablets,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71aw0fRofLL._AC_UL320_.jpg,4.2,0,0.58,23,Pink,- 110 Tablets
Godrej aer Matic Kit (Machine + 1 Refill) - Automatic Room Fresheners with Flexi Control Spray | Violet Valley Bloom | 220...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/6121tV2hW9L._AC_UL320_.jpg,4.1,0,0.08,585,Pink,Flexi Control Spray
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71-2fEBGZDL._AC_UL320_.jpg,4.3,0,0.07,284,Pink,"Oxo-Biodegradable Garbage Bags,"
Happilo 100% Natural Premium 200g Whole Cashews | Whole Crunchy Cashew | Premium Kaju nuts | Nutritious & Delicious | Glut...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71tYPz++3+L._AC_UL320_.jpg,4.2,0,0.05,305,White,Crunchy Cashew |
beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61Is7sICRJL._AC_UL320_.jpg,3.7,0,0.29,909,White,Scale | Weight Machine
"Dettol Antiseptic Liquid for First Aid , Surface Disinfection and Personal Hygiene , 1000ml",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51fFgtFBshL._AC_UL320_.jpg,4.6,0,0.05,93,Black,"Personal Hygiene , 1000ml"
"Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/815GcGXjjFL._AC_UL320_.jpg,3.9,0,0.02,84,White,hanging applications (Photo
"Good knight Gold Flash, Mosquito Repellent Refill | 45ml each (Pack of 4)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71LtQCvMu4L._AC_UL320_.jpg,4.3,0,0.05,980,Purple,Refill | 45ml each
"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61qgKaW71mL._AC_UL320_.jpg,4.2,0,0.2,396,Black,"Anti-bacterial German Coating Technology, White"
"Maggi 2-Minute Masala Instant Noodles, 420 grams Pouch",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71duk+o9d1L._AC_UL320_.jpg,4.4,0,0.01,637,Pink,"Maggi 2-Minute Masala Instant Noodles,"
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Table...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL320_.jpg,4.3,0,0.22,21,Pink,Tabletop Stand Patented Riser Ventilated
"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/613iaMC20FL._AC_UL320_.jpg,4.2,0,0.22,196,Red,Bucket Spin Mop
"Tosaa Dry Fruit Cutter, Slicer, Grinder, Chocolate Cutter and Butter Slicer with 3 in 1 Blade, Almonds, Cashews- Color May...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71rOXc3mL9L._AC_UL320_.jpg,3.6,484,0.03,701,Pink,"Grinder, Chocolate Cutter"
"Dettol Skincare Moisturizing Bathing Soap Bar With Glycerine (Buy 4 Get 1 Free - 125G Each), Combo Offer On Bath Soap",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61qpDs+R2UL._AC_UL320_.jpg,4.4,0,0.05,871,Green,"1 Free - 125G Each),"
"Involve Your Senses One Musk Organic Car Perfume Bar, Involve Your Senses Strong Fiber Air Freshener to Freshen'up Your Ca...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51vw-wdV-eL._AC_UL320_.jpg,3.8,0,0.06,651,Blue,Musk Organic Car Perfume
"Sunfeast Dark Fantasy Choco Fills, 300g, Original Filled Cookies with Choco Crème",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/81LO0QPqZAL._AC_UL320_.jpg,4.5,0,0.02,422,Orange,Sunfeast Dark Fantasy Choco
"Recron Certified Dream Fibre Pillow (16X24, Fiber;Microfiber, White, Pack Of 2)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61s5qoyJSWL._AC_UL320_.jpg,4.0,0,0.12,283,Green,Recron Certified Dream Fibre Pillow
"Dettol Liquid Disinfectant for Floor Cleaner, Surface Disinfection , Personal Hygiene (Lime Fresh , 1L)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51Jv36YekBL._AC_UL320_.jpg,4.5,0,0.05,853,Green,"(Lime Fresh ,"
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfor...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61JDg6pGGJL._AC_UL320_.jpg,4.0,0,0.02,824,Black,( Inner cotton
"GM 3060 E-Book 4 + 1 Power Strip 240 Volts with Master Switch, Indicator, Safety Shutter & 4 International sockets, Red & ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/519RgXY+lRL._AC_UL320_.jpg,4.5,0,0.08,451,Pink,1 Power Strip
"Wakefit Height Adjustable Hollow Fibre Sleeping Pillow with Zip | Set of 2 (White and Grey,  27 x 16 Inches) 3 Months Warr...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61y6iRvb-WL._AC_UL320_.jpg,4.4,0,0.13,210,Pink,"and Grey, 27 x 16"
"Lexton 40 Feet LED Decorative String Light |for Indoor & Outdoor Decorations (Warm White, Pack of 1), standard (Lex-Strin...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71hdanq-b5L._AC_UL320_.jpg,3.8,0,0.1,144,Black,Lexton 40 Feet LED Decorative
"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/611JToXX49L._AC_UL320_.jpg,4.1,0,0.04,136,Purple,"Long handle, Easy floor cleaning"
Nivia Storm Football - Size 5,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61RpRYFb2wL._AC_UL320_.jpg,3.9,0,0.1,684,Yellow,Football - Size
"Scotch-Brite Sponge Wipe, Pack of 5 (Color and Print May Vary)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/815fA+XGZ3S._AC_UL320_.jpg,4.5,0,0.05,813,Purple,"Wipe, Pack of 5 (Color"
"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71y8qBTalZL._AC_UL320_.jpg,4.3,0,0.07,313,Blue,Yonex Mavis 200i Nylon
Good knight Gold Flash Liquid Vapourizer| Mosquito Repellent Refill | Lavender Fragrance | Pack of 3 (45ml each),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/711nra+ehVL._AC_UL320_.jpg,4.2,0,0.03,313,White,knight Gold Flash Liquid
"Signoraware Coconut Opener, Stainless Steel coconuts Drill Cutter with Cleaner Stick, Tender-Coconut Hole Remover Tool wit...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/41P7WAAl3yL._AC_UL320_.jpg,4.2,0,0.01,180,Red,"Coconut Opener, Stainless"
SYSKA Tuo Portable Rechargeable Led Lamp Cum Torch with Upto 4hrs Backup (Green-White) (1),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71gmgECapFL._AC_UL320_.jpg,4.1,0,0.09,322,White,4hrs Backup (Green-White)
"Dettol Intense Cool Bathing Soap Bar With Menthol (Buy 4 Get 1 Free - 125G Each), Combo Offer On Bath Soap",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/614ZVxJleeL._AC_UL320_.jpg,4.4,0,0.05,116,Pink,Dettol Intense Cool Bathing Soap
"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71zlLSHbJ-L._AC_UL320_.jpg,3.9,0,0.21,632,Orange,"Electric Kettle PKOSS - 1500watts,"
Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag (Assorted),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/31hmQqq7KsL._AC_UL320_.jpg,3.7,0,0.01,698,Black,Basket|Sturdy Material &
Bajaj Frore 1200 mm Ceiling Fan (Brown),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/41XJ2wk4M1L._AC_UL320_.jpg,4.1,0,0.38,302,Purple,Frore 1200 mm Ceiling
Good knight Power Activ+ Liquid Vapourizer | Mosquito Repellent Refill | Pack of 6 (45ml each),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/714k7aOFerL._AC_UL320_.jpg,4.3,0,0.06,690,Blue,Liquid Vapourizer | Mosquito Repellent
"Cello Sportigo Plastic Bottle Set, 1 Litre, Set of 2, Assorted",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71ydpWFY-gL._AC_UL320_.jpg,4.3,0,0.05,24,Black,"Set, 1 Litre, Set of"
Philips GC1905 1440-Watt Steam Iron with Spray (Blue),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71SxUzhnLvL._AC_UL320_.jpg,4.3,0,0.33,790,Green,Philips GC1905 1440-Watt Steam Iron
RADIANT Door Bottom Sealing Strip Guard for Home (Size-36 inch) (Pack of 1) (Brown),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61qbtDsPOoL._AC_UL320_.jpg,3.8,0,0.07,99,Yellow,Bottom Sealing Strip
"rts Dual USB Universal Travel Adapter, International All in One Worldwide Travel Adapter and Wall Charger with USB Ports w...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/611RCy1XjsL._AC_UL320_.jpg,4.2,0,0.72,487,Yellow,"Dual USB Universal Travel Adapter,"
"Milton Super 1000 Stainless Steel Water Bottle, 1000 ml, Silver | Leak Proof | Office Bottle | Gym Bottle | Home | Kitchen...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61m9tTS9aLL._AC_UL320_.jpg,3.8,0,0.06,140,White,| Leak Proof
HomeStrap Set of 6 Non-Woven Printed Saree Cover/Cloth Storage/Organizer with Transparent Window (Grey)(Featured on Shark ...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71zjvUApaRL._AC_UL320_.jpg,4.0,0,0.09,907,Yellow,Cover/Cloth Storage/Organizer with Transparent Window
"XML Bottle Cleaning Brush Silicone Long Handle for Baby Bottle, Water Bottle, Containers, Vase and Glassw, Bottle Cleaner ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/41ZZvgZiBjL._AC_UL320_.jpg,3.5,126,0.01,968,Black,Brush Silicone Long Handle for
"HIT Crawling Insect Killer – Cockroach Killer Spray | Instant Kill | Deep-Reach Nozzle | Fresh Fragrance, 700ml",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/612O8HhPFJL._AC_UL320_.jpg,4.4,0,0.06,682,White,Crawling Insect Killer
"NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jar, Silver)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/7152-mn8mKL._AC_UL320_.jpg,4.1,0,0.86,321,Blue,Mixer Grinder -
"GLUN Bolt Electronic Portable Fishing Hook Type Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb (Black)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61ofVvpW2ZL._AC_UL320_.jpg,3.9,0,0.13,931,White,"Scale, 50 kg/110 Lb"
Finish Dishwasher Salt - 2Kg | Softens hard water | Recommended by Most Dishwasher Brands,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61jCdhqPUaL._AC_UL320_.jpg,4.5,0,0.06,432,Purple,Dishwasher Salt -
HIT Flying Insect Killer - Mosquito & Fly Killer Spray (700ml) | Lime Fragrance | Instant Kill | Protection from Dengue & ...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61nXux4YmyL._AC_UL320_.jpg,4.3,0,0.06,972,Red,Killer - Mosquito &
"Fevicryl Mould It, 900 g, Clay Set for Modelling and Sculpting, Air Dry Clay for Art and Craft, Gift for Artists, Student...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51jk3V7lKDL._AC_UL320_.jpg,4.5,0,0.04,514,Black,"and Craft, Gift for Artists,"
"ARISTO Vertex 3 Layer Plastic Rack for Kitchen, Offices, Home, Hospitals, Schools, Doctors, Beauty Parlour, Saloons, Pink ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/81c2afdi4DL._AC_UL320_.jpg,4.1,32,0.07,840,Orange,"for Kitchen, Offices,"
TrustBasket Organic Vermicompost Fertilizer Manure for Plants - 5 KG,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71iPA5LfB7L._AC_UL320_.jpg,4.2,0,0.05,960,Yellow,for Plants -
"Philips Hair Dryer HP8120/00-1200Watts, ThermoProtect, Cool Shot for Quick Drying with Care, Pink",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51pxIjmlLAL._AC_UL320_.jpg,4.3,0,0.19,316,Purple,"ThermoProtect, Cool Shot"
Kuber Industries Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capici...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/816iczzNG5L._AC_UL320_.jpg,4.0,0,0.03,39,Yellow,Laundry Bag/Hamper|Metalic Printed With
"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51qNhKjuFPL._AC_UL320_.jpg,4.3,0,0.22,334,Blue,Weight 1000-Watt Dry
Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Wq0mQNTLL._AC_UL320_.jpg,4.4,0,1.52,68,Purple,Pro 1000W Mixer Grinder MGM8842MIN
Presto! 2 Ply Facial Tissue Box - 200 Pulls (Pack of 3),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81A-tzE21qL._AC_UL320_.jpg,4.4,0,0.06,574,Purple,Ply Facial Tissue
"Nivia Double Action Ball Pump, with Needle Air Pump for, Sports Football, Volleyball, Basketball, Rugby, Soccer Ball, Othe...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31OlD61nr-L._AC_UL320_.jpg,4.3,0,0.04,920,Black,"Volleyball, Basketball, Rugby,"
"Cello Checkers Plastic PET Canister Set, 18 Pieces, Clear",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ZmmLW97YL._AC_UL320_.jpg,4.4,0,0.16,670,Yellow,"Canister Set, 18 Pieces, Clear"
"Plantex (Pack of 2 GI Wall Mounted Bathroom Corner/Shelf/Rack/Storage Organizer - Bathroom Accessories (Material-Metal,Pow...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61u2JcRfLWL._AC_UL320_.jpg,4.2,873,0.19,548,Blue,GI Wall Mounted Bathroom
"V-Guard VG 400 for 1.5 Ton A.C (170V to 270V) Original 3 Year onsite wrranty,White",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31xRPjdBD3L._AC_UL320_.jpg,4.1,0,0.4,626,Black,Ton A.C (170V
Scotch-Brite Bathroom Squeegee Plastic Wiper(30 cm)(Green),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/5121NNZG-tS._AC_UL320_.jpg,4.3,0,0.06,843,Red,Bathroom Squeegee Plastic Wiper(30
Scotch-Brite Silver Sparks Scrub Pad 2.75x4 (Pack of 6),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81cyN4KxppS._AC_UL320_.jpg,4.4,0,0.01,773,Purple,2.75x4 (Pack of
"Lloyd 1.5 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White, Gls18I3...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31UISB90sYL._AC_UL320_.jpg,4.2,0,8.49,355,Pink,Split Ac (5 In
SVH Soap Stand Holder for Bathroom Kitchen Sink Wall Single Layer with Magic Stickers (Leaf SOAP Dish),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41kGt3Och1L._AC_UL320_.jpg,3.3,0,0.06,215,White,Magic Stickers (Leaf SOAP Dish)
"Lexton 20 LED Wine Bottle Cork Lights Copper Wire String Lights (Warm White, Pack of 2) (Cork Light)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71II6gRuTzL._AC_UL320_.jpg,3.7,0,0.09,509,Orange,Copper Wire String Lights (Warm
"FLYNGO Reusable Ziplock Vacuum Storage Space Saver Bags for Clothes with Travel Hand Pump - Pack of 5, polypropylene (2S (...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/613sodOZiRL._AC_UL320_.jpg,4.1,660,0.14,862,Green,Pump - Pack
"Milton Aqua 1000 Stainless Steel Water Bottle, 950 ml Each, Set of 3, Silver | 100% Leak Proof | Office Bottle | Gym Bottl...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71miJj-txUL._AC_UL320_.jpg,4.0,0,0.19,505,Red,Proof | Office
"Dettol Disinfectant Sanitizer Wet Wipes for Skin & Surfaces , Original – 80 Count| Moisture-Lock Lid | Safe on Skin | Idea...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Nz0j+TLXS._AC_UL320_.jpg,4.5,0,0.03,253,Pink,Lid | Safe
"RIVERSOFT SF-15 PRO abs shower and tap filter for hard water with 15 stage (Chrome, Pack of 1)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81RmyL+TpdL._AC_UL320_.jpg,3.9,0,0.72,664,Green,SF-15 PRO abs
"TAPARIA Screw Driver Set with Bulb - 840 (Neon, Silver and Green)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/811PcITWKML._AC_UL320_.jpg,4.3,0,0.05,717,Red,"(Neon, Silver and Green)"
"Wolpin Microfiber Cleaning Cloths, 5 Pcs 25 x 25 cms Multi-Colour | Highly Absorbent, Lint and Streak Free, Multi -Purpose...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71bATUHpN3L._AC_UL320_.jpg,3.6,0,0.12,363,Pink,"Absorbent, Lint and Streak"
"Farberware Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Plasti...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Sb8eK9bGL._AC_UL320_.jpg,2.6,169,0.11,430,Red,Maker Juicer Bottle Blender
Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41lVG7lmieL._AC_UL320_.jpg,4.5,0,0.02,306,Pink,Spice 3-Pin 240V
Spenfrone Multi-Purpose 360° Rotating Organizer Tray/Kitchen Organizer/Multi- Function Rotating Tray/Cosmetics Organizer (...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61lZz9eA8eL._AC_UL320_.jpg,3.9,0,0.02,585,Blue,Rotating Organizer Tray/Kitchen Organizer/Multi- Function
Cycle Naivedya Cup Sambrani (Dhoop /Loban / Guggal) for Daily Puja. Traditional Devotional Fragrance. 4 Packs with 12 Cups...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61-XeS-e0tL._AC_UL320_.jpg,4.4,0,0.04,576,Red,Naivedya Cup Sambrani (Dhoop
"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71dP2SV0GLL._AC_UL320_.jpg,4.2,0,0.02,261,Pink,"Medium, Small Plastic"
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & ...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51EJirBX6bL._AC_UL320_.jpg,4.2,0,0.22,193,Black,Table/Bed Table/Foldable and
"Pure Source India Aroma Diffuser Oil (Lavender, Lemongrass, Rose, Jasmine, Sandalwood and Mogra), 15ml Each, Multicolour -...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71nVBNnsd+L._AC_UL320_.jpg,4.0,0,0.14,61,Purple,"Diffuser Oil (Lavender, Lemongrass, Rose,"
"Desidiya 5 Meter 300 Led 5050 RGB Led Strip with Adapter/ Connector/ Driver , False Ceiling with 2A Adapter,16 Multicolour...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71KZ4d0-U6L._AC_UL320_.jpg,4.0,0,1.15,132,Red,"Adapter/ Connector/ Driver , False"
"Kraft Seeds 20KG Vermicompost food for the soil, Enriched with Cow Urine, Cow Dung, Organic | Vermicompost for Agriculture...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71bqQwBMy5L._AC_UL320_.jpg,4.0,0,0.1,769,Green,Vermicompost food for
"Bella Vita Organic Aroma Candles Soy Wax 4 X 60g each, Vanilla, Cinnamon, Lavender & Rose, Upto 15 hours, best gift",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71NaU2NYcUL._AC_UL320_.jpg,3.9,0,0.07,193,White,Bella Vita Organic
Bajaj New Shakti Neo 15L Vertical Storage Water Heater (Geyser 15 litres) 4 Star BEE Rated Heater For Water Heating with T...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51-cyGLC3kL._AC_UL320_.jpg,4.1,0,1.89,173,Pink,Bajaj New Shakti
Smart Anchor by Panasonic Plastic 6A Plug Adaptor (White),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71-xuxtggFL._AC_UL320_.jpg,4.4,0,0.02,673,White,by Panasonic Plastic 6A
"Bosch GSB 500W 500 RE Corded-Electric Drill Tool Set (Blue), 10 mm",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/81fP7IRuKKL._AC_UL320_.jpg,4.4,0,1.14,57,Orange,"Drill Tool Set (Blue), 10"
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61hXdmV4kAL._AC_UL320_.jpg,4.1,0,0.36,536,Pink,Personal Blender Machine ...
Kuber Industries Dining Table Cover 6 Seater|Transparent Dining Table Cover|Table Cover for Home Décor|,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71PcoSm-hdL._AC_UL320_.jpg,3.9,0,0.04,977,Green,Table Cover|Table Cover for Home
