name,category,sub_category,photo,ratings,no_of_ratings,price,stock,color,keywords,discount
AUTO-EX 5pcs 12V Plastic Ceramic Blade Fuse Holder Fuse Box Car Motorcycle,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51cz5KdDaBL._AC_UL320_.jpg,4.0,17,0.06,858,Purple,Plastic Ceramic Blade Fuse Holder,26.84856812089752
ONCRO® TYPEC 40cm Oneplus Short 3 in 1 Charging Cable Dash Warp 65w car Multi Charger Power Bank Cord Type c Micro USB i-P...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51aHbRrxPWL._AC_UL320_.jpg,0.0,0,0.13,833,Green,Oneplus Short 3 in 1,2.7223967013930683
MOTO X-SPEED New Multi-Function Motorcycle USB Mobile Phone Charger Handle Switch Assembly 5V 2A,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/312rYDfzk2L._AC_UL320_.jpg,0.0,0,0.14,886,Red,Multi-Function Motorcycle USB Mobile Phone,14.572576432661124
GCIYAEN Car Waterproof Electrical Connector Plug Socket with Wire AWG (5 Kit 2 Pin),car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51j4ic4epDL._AC_UL320_.jpg,0.0,0,0.32,393,Pink,Car Waterproof Electrical Connector,15.61830977865156
"BOBO BM1 Jaw-Grip Waterproof Bike / Motorcycle / Scooter Mobile Phone Holder Mount with Fast USB 3.0 Charger, Ideal for Ma...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61DFaH8gXLL._AC_UL320_.jpg,4.5,0,0.5,501,White,Fast USB 3.0,6.274384607162899
"DeoDap 360°Rotatable Multi-Purpose Magic Sucker Phone Holder, Double-Sided Suction Cup Mobile Phone Holder, Long Arm Phone...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41YM49uNxyL._AC_UL320_.jpg,0.0,0,0.03,77,Yellow,"Magic Sucker Phone Holder,",4.212321974363286
DIY Crafts 100pcs/lot Set Kit 5x20mm Fuse Assorted Kits DIY Quick Blow Glass Tube Fast-blow Glass Fuses 0.2A-20A Cartridge...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/71pBAYPcTlL._AC_UL320_.jpg,1.2,5,0.52,208,Blue,Fuse Assorted Kits,12.957879721950132
"SPYKART Dashboard Phone Holder for Car [ Vertical Horizontal 360 Rotate ] Car Phone Mount,Dashboard Cell Phone Holder Comp...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/5198GaO5wQL._AC_UL320_.jpg,3.0,34,0.17,796,Black,"] Car Phone Mount,Dashboard Cell",16.33250341700074
Red Cahmpion Plastic Black Motorbike Activa Mobile Holder with Rearview Mirror Mount Stand,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41rPM3uA7iL._AC_UL320_.jpg,0.0,0,0.14,455,Green,Rearview Mirror Mount,20.010601246538425
ERH India 4440 IC Board Amplifier Kit DIY Audio Dual Channel 40 + 40W with Bluetooth FM USB Aux Card MP3 Stereo Audio Play...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61k0fpQMI3L._AC_UL320_.jpg,3.9,28,0.1,669,Yellow,+ 40W with Bluetooth FM,26.84863222685782
"CLOUDSALE ; Your Store. Your Place 7 Inch Bluetooth Rear View LED Monitor Dashboard Screen MP3,MP5,Bluetooth, FM/Hi-Fi Amp...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/31bJKMoLB+L._AC_UL320_.jpg,4.0,3,1.01,31,Purple,LED Monitor Dashboard,6.0256132744200865
Semaphore® Adjustable Mobile Phone Holder for Car Driving Center Console Dashboard Mount Storage Bracket Adhesive (Compati...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51onL6WZ-FL._AC_UL320_.jpg,0.0,0,0.1,630,Blue,Car Driving Center Console,6.327725682786638
"AmazonBasics 4.8 Amp/24W Dual USB Car Charger for Apple & Android Devices, White",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51afBY72okL._AC_UL320_.jpg,4.2,0,0.19,446,Red,USB Car Charger for Apple,4.98696229681533
"Cave Car Rear View Night vison Camera,car Reverse Camera Set (Black, White & Silver, Cave20)",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/716z9qdoViL._AC_UL320_.jpg,3.0,2,0.13,583,Blue,"Camera,car Reverse Camera Set (Black,",22.937846670244486
ULTRAWAY USB Mobile Charger for Bikes and Cars. (Fast Charging Output : 5V-1.5A) (Waterproof Sillicon Cover with on/Off Sw...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51MO80dmdSL._AC_UL320_.jpg,0.0,0,0.13,358,Black,and Cars. (Fast,20.625953061624408
ERH India 2.1 Home Theater Kit Board Amplifier Circuit with Bass Boost and Treble Support TDA2030 Based with Bluetooth FM ...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41C2KC29G-L._AC_UL320_.jpg,3.3,133,0.12,780,Green,Theater Kit Board,26.997423710386027
"AUSHA® Three Way Car Dashboard Cam (Front + Inside+ Rear) ;1080P Full HD Dash Camera for Cars with G-Sensor, Loop-Recordin...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61NlH1rnnzS._AC_UL320_.jpg,3.7,3,0.72,291,Black,Cam (Front +,1.4672332717106296
SJCAM SJDASH+ Dash Camera | 1080P Full HD | 140° Wide Angle | G-Sensor | Motion Detector | Loop Recorder | Car Dashboard C...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/5145o6qD11L._AC_UL320_.jpg,3.2,18,1.99,480,White,Full HD | 140°,4.12135938029391
RASHRI ; One For All 12/24V Mini USB Fast Charger for CAR and Bike USE for Mobile Charger with Twin USB Socket,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51EHN+-CqiL._AC_UL320_.jpg,3.4,39,0.12,993,Black,Mini USB Fast Charger for,16.410608334967527
EJEAS V6 Bluetooth Motorcycle Helmet Intercom Headset Wireless 1000M Walkie-Talkie Headphone 6 Riders Communicator System ...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61xHGkkB5tL._AC_UL320_.jpg,4.2,47,1.3,439,Pink,6 Riders Communicator,23.42850447394444
Universal Hub Shark Fin Antenna Universal Replacement Car Antenna Roof Aerial Waterproof Rubber Ring AM/FM Radio Signal Co...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51+1B7fT8tL._AC_UL320_.jpg,0.0,0,0.12,420,Pink,Ring AM/FM Radio,11.0387606460711
Noymi Wireless Car Holder-141B 15 W Single Port Phone Charger For Cellular Phones With Usb Cable - Black,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61gXpji7E+L._AC_UL320_.jpg,3.8,202,0.72,10,Blue,15 W Single Port Phone,22.790395427481176
"Toreto Multi Function Car Mobile Holder Grasp 3""-TOR 157",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/71sghhEY5LL._AC_UL320_.jpg,3.9,83,0.09,618,Red,Toreto Multi Function,22.10258451372165
"Wavva® Bottle Holder with Adjustable Clamp Black and Wavva Rubber Bike Bag with Phone Holder for Mountain Bike, Bike Handl...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41c7qDwMBBL._AC_UL320_.jpg,3.8,72,0.2,696,Purple,and Wavva Rubber Bike,3.5431714958204674
Kozdiko Black Shark Fin Signal Antenna for All Cars,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/211kCYU-o+L._AC_UL320_.jpg,3.3,56,0.1,968,Green,Shark Fin Signal Antenna for,24.283561551683853
Hello Magic Super Doom Tweeter Hi-Fi Components System DJ Sound Model-104 (1),car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51V3MLzYqWL._AC_UL320_.jpg,4.1,5,0.06,165,Purple,Magic Super Doom Tweeter,23.8538667661959
ERH India (1 Pair) Male Female Connector Socket 2 Pin Electric Jointer Cable Terminal Plug 2.8 mm with Crimp Pins for E-Bi...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41Afh3-5vcL._AC_UL320_.jpg,3.8,16,0.05,560,Yellow,mm with Crimp Pins,11.744458184810984
SCOSCHE FMT4R TuneIn Battery Powered Universal Wireless FM Transmitter - Black,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61pYc5GcThL._AC_UL320_.jpg,4.4,0,0.51,920,White,Battery Powered Universal Wireless FM,25.7809838843699
BuySasta Car Audio FM/AM Roof Antenna for Toyota Innova 2005-2012,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61mU0ITvbCL._AC_UL320_.jpg,0.0,0,0.14,505,White,Roof Antenna for Toyota,6.244695399721065
e-INFINITY 22PCS(11 Set/Pair) Red10AMP T Quick Splice Crimp Terminal Wire Convenient Connector Scotch Lock Quick Splice El...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41Ts2ZjsvpL._AC_UL320_.jpg,4.2,18,0.14,104,Black,Set/Pair) Red10AMP T,8.784279276481376
"Axmon® Car Mount Mobile Holder with Long Neck, Windsheild for All Mobile Cell Phones - Black",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61hvKxX+wrL._AC_UL320_.jpg,3.8,317,0.19,595,Green,"Holder with Long Neck, Windsheild",29.56254749399647
ShopMagics USB Car Bluetooth for Maruti Suzuki Wagon R Vxi Car Bluetooth Music Receiver Adapter with Built-in Mic and 3.5m...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61iCqMNvW2L._AC_UL320_.jpg,5.0,1,0.14,35,Yellow,Suzuki Wagon R,10.97963859467454
Gilary | Universal Clip Mobile Phone Holder | Adjustable 360 Degree for Bike Bicycle Handlebar Mount and Stand |,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/5157oBSIZhL._AC_UL320_.jpg,3.1,30,0.14,128,Black,Handlebar Mount and,12.383185295160636
"Hamaan Renault KWID 9"" Full HD Double Din Player Android 10 Bluetooth Car Stereo MP5 Multimedia Player with 2 GB RAM/ 16 G...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41sNJIPAdyL._AC_UL320_.jpg,3.0,2,3.17,97,Red,"9"" Full HD Double Din",10.469171276974759
Kozdiko Mini Magnetic Car Dashboard Mount Mobile Phone Holder with Metal Body for Toyota Innova,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61vdBg8LGKL._AC_UL320_.jpg,5.0,4,0.04,972,White,Mini Magnetic Car Dashboard,10.688667959372715
Auto Oprema Car Shark Fin Style Roof Mount FM/AM Radio Antenna Aerial with Wiring Waterproof Signal Decorative Models (Whi...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41dX3mLBsTL._AC_UL320_.jpg,3.0,176,0.09,859,Purple,Roof Mount FM/AM,9.22845049647827
Maties Bike Mobile Holder with Waterproof Charger for Yahma Mt 15,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41seMDQq60L._AC_UL320_.jpg,0.0,0,0.22,519,Yellow,Bike Mobile Holder with Waterproof,13.197993373515208
Sai Kirpa Car Bluetooth 4.0 USB Music Audio Receiver Wireless 3.5MM Jack Bluetooth Transmitter Bluetooth Audio Music Adapt...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/31n7eUsayBL._AC_UL320_.jpg,0.0,0,0.03,227,Red,3.5MM Jack Bluetooth Transmitter,24.354580712877976
"Takara 9 Inch Full HD 1080P 16GB ROM Android OS Car Player with Super Fast Quad Core Processor, Wi-fi, Bluetooth, Navigati...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51y6iV9PwLL._AC_UL320_.jpg,3.8,8,1.58,514,Blue,HD 1080P 16GB,1.9175042701424916
WolkomHome High performance Shark Fin Antenna Silver color Car FM Radio Signal Aerials Universal for all cars,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/210Ld8DH6LL._AC_UL320_.jpg,3.2,335,0.11,227,Yellow,FM Radio Signal Aerials,24.323795015245974
Cat Care Compatible with Compatible iPhone Charger Case Cover | Cartoon Character Silicon Charger Case Cover for 18-20W 36...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61K7IieC5GL._AC_UL320_.jpg,3.7,80,0.14,435,Pink,Case Cover | Cartoon Character,17.58925515488869
Electronic Spices Capacitor 4700uF 35V- Aluminum Electrolytic Capacitors - PACK OF 5,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/71a+YAhAidL._AC_UL320_.jpg,3.4,16,0.04,887,Black,Electrolytic Capacitors -,7.267876777350009
Zimba Car Auto Wind Power LED Light Shark Fin Antenna Flash Lamp,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51uwVnzRzjS._AC_UL320_.jpg,3.1,110,0.09,496,White,Wind Power LED Light Shark,16.284731765320714
"Verilux® Bluetooth 5.0 Receiver for Car, Upgraded Noise Reduction Bluetooth AUX 3.5mm Adapter, Hands-Free Microphone USB C...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61ROgWfpNfL._AC_UL320_.jpg,4.6,3,0.23,401,Green,Verilux® Bluetooth 5.0 Receiver,21.194841240289623
ShopMagics Aux Car Bluetooth for Toyota Corolla Altis Car Bluetooth Music Receiver Adapter with Built-in Mic and 3.5mm Aud...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61dF9WbmEFL._AC_UL320_.jpg,5.0,1,0.14,125,Green,Altis Car Bluetooth,12.308661737679818
King Shine Car G7 LCD Bluetooth Car Charger Fm Kit Mp3 Transmitter USB and Tf Card Slot with in Built Mic Hands-Free Calli...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/419-OfZSzES._AC_UL320_.jpg,3.3,178,0.13,855,Red,in Built Mic Hands-Free,11.182971172396533
"RAEGR MM90 Aluminum Expansion Bracket Phone Holder Compatible for iPhone 14 Series/iPhone 13 Series/iPhone 12 Series, Atta...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/510MDa8wUNS._AC_UL320_.jpg,3.6,105,0.36,694,Purple,Bracket Phone Holder,7.268512450665817
Garmin GPSMAP 78S Marine GPS Navigator and World Wide Chartplotter (010-00864-01),car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/71xroTVpXhL._AC_UL320_.jpg,4.3,466,5.18,497,Pink,World Wide Chartplotter,24.333531478875344
Automaze OE Long Range AM/FM Mast Car Antenna For VW Polo Vento(RM-1),car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/31xT38Z2PnL._AC_UL320_.jpg,3.8,14,0.16,20,Blue,Long Range AM/FM Mast Car,24.81620613404894
"STHIRA® 36V 2A Lithium Ion Battery Charger, Electric Cycle Bike Charger, Output 42V 2A For 36V 10S Lithium Batteries Pack,...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/61EA+fSY57L._AC_UL320_.jpg,4.2,10,0.34,206,White,"Ion Battery Charger, Electric",21.79875914095243
HIRATEK Magnetic Mount Metal Plates for Magnetic Car Mount Mobile Phone Holders and Other Magnetic Mount Holders - 4 Recta...,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/41a0bR27kWL._AC_UL320_.jpg,4.1,344,0.12,310,Green,Other Magnetic Mount Holders,26.378030310007027
HOJI Jaguar Design Hud Car Mobile Phone Holder Mount Stand Adjustable Clip Holder for Dashboard - (Color May Vary),car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/419ZI0dqmEL._AC_UL320_.jpg,2.8,111,0.19,593,Black,Mount Stand Adjustable,28.333074508819493
"LA' FORTE Compact Mini Metal Dual Port Ultra Fast Car Charger, QCPD (QC- 3.0 & PD - 30 W)",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51vNM2BWHGL._AC_UL320_.jpg,0.0,0,0.27,73,Black,Mini Metal Dual Port,26.349430626674327
"Rpi shop - Fully Insulated Male Female Bullet Wire Connector, Electrical Crimp Terminals, (MPD 2-156, FRD 2-156) Each 100 ...",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51Wu+QHHq0L._AC_UL320_.jpg,3.7,27,0.15,127,Black,"Crimp Terminals, (MPD 2-156, FRD",26.333498468153564
Auto Pearl Shark Fin Signal Receiver Antenna Compatiable with-Celerio,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/619cgfYANrL._AC_UL320_.jpg,3.6,0,0.26,233,Red,Pearl Shark Fin Signal,24.28586542424285
Electric Bicycle Charger for 36 Volt ebikes 42 Volt Cutoff with auto Cutoff Feature,car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/318c3l3j5GL._AC_UL320_.jpg,3.6,16,0.29,379,Purple,Bicycle Charger for 36 Volt,18.09599149680739
INNOVQARAJ Bike Ind Number Plate with Standard Size Frame,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/81Q7MqWfNML._AC_UL320_.jpg,4.3,170,0.17,766,Blue,INNOVQARAJ Bike Ind Number,13.024744314584005
Lukzer 2PC Car Back Pain Relief Lower Back Support for Chair Orthopedic Sciatica Pain Relief Lumbar Back Rest/Men Women Ve...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/8176B7ainaL._AC_UL320_.jpg,3.6,741,0.1,323,Blue,for Chair Orthopedic,25.33972855878215
MANKY Car USB Atmosphere Ambient Star Light car interior lights LED decorative armrest box car roof full star projection l...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71pCHMvbPYL._AC_UL320_.jpg,2.5,43,0.04,339,Black,decorative armrest box,25.114498060505042
Allextreme EXT15CW Universal T10 LED Parking Light 5630 CMD Super Bright Interior Pilot License Plate Dome Indicator Lamp ...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/61I3P4H1kqL._AC_UL320_.jpg,4.0,0,0.02,359,Black,Parking Light 5630,22.1501836125733
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51CEd2zKZ5L._AC_UL320_.jpg,4.3,819,0.07,992,Pink,Bosch 3397006509E7W/3397016583KTS Clear,19.37626772229317
"Car Fan, Mini USB Fan for Car Air Vent Mounted, 3 Speeds Car Vent Fan with RGB Lighting & Clip, 90°Auto Oscillation & 360°...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/81xgreJO2oL._AC_UL320_.jpg,4.5,15,0.72,893,Pink,"Lighting & Clip, 90°Auto",21.721606413572935
"GEAR GUARD - GIVE LIFE TO YOUR DEVICE Hyundai New Creta 2020, SX SX O Auto, Accessories Infotainment System Unbreakable Sc...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71+Wua6WbdL._AC_UL320_.jpg,4.2,790,0.14,458,Pink,TO YOUR DEVICE Hyundai,1.481848347563468
Bosch Eco Wiper Blade 3397010053 - 21 Inches and 19 inches Wiper Blades for Passenger Cars - Set of 2,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/41pvwx9zEiL._AC_UL320_.jpg,3.9,0,0.06,663,Orange,Inches and 19,10.703303708461037
AllExtreme EXDL16G 16 LED Universal Car Interior Super Bright Roof Light Reading Dome Bulb Lamp with Festoon Holder (1 PC),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/611-2MnxMvL._AC_UL320_.jpg,3.8,455,0.02,824,Yellow,16 LED Universal Car,8.395152495363778
"ELTRON TURBO ELT5412X20 Original Imported 12V DC Power 15 LED Fog Light, Waterproof Head Lamp, Bar Light Universal For All...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/81isG7OKmSL._AC_UL320_.jpg,3.3,145,0.14,692,Purple,"LED Fog Light,",29.206831386572357
Allextreme EXT10M2P T10 RGB Car Interior Parking Bulb 6SMD Multicolour Light with Wireless Remote Control Ideal for Car De...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71zLnUGJcgL._AC_UL320_.jpg,2.8,114,0.03,779,Green,T10 RGB Car,1.1552946965040056
CLOUDSALE ; Your Store. Your Place Car Accessories Car Interior Ornament Touch Type Night Light Car Roof Ceiling Magnet La...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/41uUUypGCfL._AC_UL320_.jpg,3.4,251,0.14,236,Blue,Store. Your Place Car Accessories,8.228327082302895
ELTRON TURBO ELT9895IOJJ Waterproof Sequential Flow Universal DC Power Ultra-Fine 60cm DRL | Daytime Running Light | Flexi...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51yQmxo69ZL._AC_UL320_.jpg,3.5,38,0.27,597,Red,Waterproof Sequential Flow Universal DC,27.302235646072173
AutoBizarre 3 Meter AC Vent/Car Edges Chrome Styling Edge Guard,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/410Tht+UjHL._AC_UL320_.jpg,3.0,856,0.14,859,White,Meter AC Vent/Car,11.502829501238153
"Automaze Universal Fit Car Exhaust Tail Muffler Tip Show Pipe 60mm, Curved Oval, Stainless Steel",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51uSTEr1wUL._AC_UL320_.jpg,3.8,757,0.1,60,Black,"Curved Oval, Stainless Steel",10.708640073668514
LF Digital Console Protector Compatible with Suzuki Burgman | Access Street 125 Accessories - Clear (Pack of 1),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71VfG8aFGyL._AC_UL320_.jpg,2.9,255,0.07,651,Purple,Protector Compatible with Suzuki Burgman,9.744464755735732
AutoBizarre High Gloss Black Carbon Fiber Style Anti-Scratch Edge Guard Step Decoration Waterproof Tape - 5cm x 500cm,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51dSM4dHasL._AC_UL320_.jpg,3.9,92,0.29,116,Blue,Step Decoration Waterproof Tape -,7.763457881107934
Auto Oprema Microfiber Leather Auto Car Steering Wheel Cover Universal 15 inch (Dark Black),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71OPUiinigL._AC_UL320_.jpg,4.1,0,0.12,87,Red,Steering Wheel Cover,15.575503705360855
XDER Metal Bike Number Plate Frame (Front and Back) (Black),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51D3eTWSgHL._AC_UL320_.jpg,4.4,118,0.07,116,White,XDER Metal Bike Number Plate,20.898479565276414
Silicone Sucker Nagpal Anti Scratch Door Edge Rubber Guard Buffer Protectors for Cars - Original Type Door Guard for All C...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/31ZPN5V68+L._AC_UL320_.jpg,4.1,422,0.19,422,Blue,Door Edge Rubber,24.161418868435284
AutoClean Teflon Coated Rear Wiper Arm With Blade Polo (Washer Tablet Free),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/41mdQfNpcqL._AC_UL320_.jpg,4.3,203,0.14,142,Yellow,Blade Polo (Washer Tablet Free),5.919327414314925
"Automaze U Shape Edge Trim Rubber Strip Seal Protector Car Door Edge Guards for Most Cars (16 ft/5 m, Black)",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71GNbG8NqaL._AC_UL320_.jpg,4.1,0,0.15,676,Pink,for Most Cars (16 ft/5,26.321957511804495
"Osram H7 45210CW Headlamp integrated driver (Set of 2,25W 12V)",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71FjCEuz73L._AC_UL320_.jpg,4.1,430,0.89,44,White,"driver (Set of 2,25W",10.856688815382196
"INNOVQARAJ Car HSRP | IND Number Plate Frame | Cover | Standard Size | Length: 20"" | Width: 5"" | Height: 1""",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71Xslemhw5L._AC_UL320_.jpg,4.2,98,0.07,167,Yellow,"Length: 20"" | Width:",8.261759033047857
FABTEC Car Door Opening Warning Flasher Light 144 LED Interior Strobe Anti Rear-end Collision Safety Matrix Light (Set of ...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/61SOIVytNhL._AC_UL320_.jpg,4.0,183,0.14,196,Red,Light (Set of,5.893157575024139
AllExtreme EXT6SCW Universal T10 LED Parking Light 6 SMD Super Bright Chipset Silicone License Plate Dome Indicator Lamp B...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51wQSVFlruL._AC_UL320_.jpg,3.9,753,0.02,131,Yellow,SMD Super Bright,4.07493897332626
Automaze Red/Blue 8-LED Car Dashboard Strobe Flasher Police Light 3 Modes For All Cars,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51-6ns5ShVL._AC_UL320_.jpg,4.0,179,0.14,148,White,For All Cars,3.270099015859438
"Walmotor-14 LED Fog Light Flood Driving Lamp For Car, Off-Road Truck/Pickup, Jeep, SUV, ATV And UTV (42 Watt, White)-Set O...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/61lrjgCJezL._AC_UL320_.jpg,2.7,12,0.19,362,Black,Light Flood Driving,18.08172724295244
ROONIR® 4PCS Car Sticker Universal Anti-Scratch Door Sill Car Decal Car Sticker Decal (Anti Scratch),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/811lOR5VjiL._AC_UL320_.jpg,3.6,63,0.06,116,Red,ROONIR® 4PCS Car Sticker Universal,27.38656244342862
"Savri Personalized Doctor Apron/Coat Pen stand with Watch & Name Plate. Best for Doctors, Surgeon & Medical Aspirants. Ide...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71m4GrkLP7L._AC_UL320_.jpg,4.3,28,0.17,419,Purple,Surgeon & Medical Aspirants. Ide...,20.940968828239598
PROODOS Car Accessories 3r Blind Spot Mirror For Car With Adjustable Swivel (Pack Of 2) | Side,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71za-6T9feL._AC_UL320_.jpg,4.1,20,0.14,895,Blue,Mirror For Car With,7.30241041424086
Moto Utility Car Number Plate Front and Back Embossed die Pressed Number Plates | Without bar Code Serial Number for Old V...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51Xpo1WP2TL._AC_UL320_.jpg,4.3,543,0.29,566,Blue,die Pressed Number Plates,24.35732516231116
Fabtec Car Grill Red & Blue LED Daytime Running Light DRL Police Flasher Emergency Warning Strobe Light for Cars with Cont...,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/61UrcM95maL._AC_UL320_.jpg,3.0,7,0.19,288,Purple,Fabtec Car Grill Red &,15.336262158438867
Gear Up FGH53 4 LED Square Fog Lamp Yellow Cover Suitable for 4X4 Fog Lamps (Set of 2),car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51C5NuibDiL._AC_UL320_.jpg,3.8,32,0.14,472,White,Lamps (Set of,26.990468154410863
"Amsdifio Car Fan, USB Fan for Car with Clip On, Oscillation Fan with Powerful 3 Speed, 360 Degree Rotatable, RGB Lighting,...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/71i5qTaSu0L._AC_UL320_.jpg,5.0,2,0.43,692,Red,Fan for Car with Clip,27.43479614621154
"Automaze 360 Degree Car Wide Angle Round Convex Blind Spot rear Mirror for Car (Set of 2, 3R-057)",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/41PPqTKWd4L._AC_UL320_.jpg,3.9,0,0.1,686,Orange,for Car (Set,8.668337445161125
Uno Minda OF2080EL High Performance Replacement Lube Oil Filter,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/51ZyTNEbPcL._AC_UL320_.jpg,4.1,55,0.0,777,Blue,Uno Minda OF2080EL High,28.820887480698122
HDC Car Bumper Protector Guard with Double Chrome Strip for Car (4Pcs) - Black for All Cars,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/31ZyJqH+7+L._AC_UL320_.jpg,3.9,575,0.14,814,Black,Car Bumper Protector Guard with,18.83271723999843
Woschmann Jet Air Circulating Roof Fan Unit for Cars,car & motorbike,Car Parts,https://m.media-amazon.com/images/I/31FLp7HvmgL._AC_UL320_.jpg,3.3,245,0.14,667,Green,Jet Air Circulating Roof,19.438976214958256
"Arabella Retail Oil Transfer Pump, Fuel Transfer Pump Kit, High Flow Siphon Hand Oil Pump, Portable Manual Car Fuel Pump f...",car & motorbike,Car Parts,https://m.media-amazon.com/images/I/61+twlLNG-L._AC_UL320_.jpg,5.0,6,0.1,475,Green,"Pump, Portable Manual Car",17.283893837794963
